;user-id;has-experience;no-assistance-entity-f1;recommendations-entity-f1;visualization-entity-f1;combined-entity-f1;no-assistance-mention-f1;recommendations-mention-f1;visualization-mention-f1;combined-mention-f1;no-assistance-overall-f1;recommendations-overall-f1;visualization-overall-f1;combined-overall-f1;no-assistance-relation-f1;recommendations-relation-f1;visualization-relation-f1;combined-relation-f1;no-assistance-time;recommendations-time;visualization-time;combined-time
11;21;False;0.6666666666666665;0.8000000000000002;0.6666666666666666;0.0;0.5333333333333333;0.8571428571428572;0.64;0.6363636363636365;0.5515151515151514;0.8330827067669174;0.615042735042735;0.4577352472089314;0.45454545454545453;0.8421052631578948;0.5384615384615384;0.7368421052631577;562.177;882.974;520.049;694.355
12;22;False;0.0;0.4;0.6;0.8000000000000002;0.608695652173913;0.6923076923076923;0.6666666666666666;0.7333333333333333;0.3140096618357488;0.5307692307692308;0.6126984126984126;0.8074074074074075;0.3333333333333333;0.4999999999999999;0.5714285714285713;0.888888888888889;659.78;589.198;719.64;690.051
13;23;False;0.8000000000000002;0.28571428571428575;0.3636363636363636;0.3333333333333333;0.6666666666666666;0.7;0.6451612903225806;0.5833333333333334;0.7111111111111111;0.6202380952380953;0.5431624363771194;0.42149758454106284;0.6666666666666665;0.8750000000000001;0.6206896551724138;0.34782608695652173;442.661;499.713;526.981;492.712
14;24;False;0.5714285714285715;0.9090909090909091;0.0;1.0;0.6923076923076923;0.7741935483870969;0.5833333333333334;1.0;0.6612454212454212;0.8431461012106173;0.2896825396825397;1.0;0.7199999999999999;0.8461538461538461;0.28571428571428575;1.0;328.834;192.119;623.742;330.88
15;25;True;1.0;1.0;1.0;0.5714285714285715;0.9655172413793104;1.0;0.6206896551724138;0.6956521739130435;0.9646962233169131;1.0;0.7545155993431855;0.6445824706694272;0.9285714285714286;1.0;0.6428571428571429;0.6666666666666666;444.559;477.084;428.97;647.591
16;26;True;0.6;0.0;0.8000000000000002;0.6666666666666666;0.7272727272727272;0.8000000000000002;0.7741935483870969;0.8;0.609090909090909;0.5411764705882354;0.7691756272401434;0.6277777777777778;0.5;0.823529411764706;0.7333333333333334;0.41666666666666663;540.658;426.454;542.543;620.714
17;27;False;0.5;1.0;0.6666666666666666;0.0;0.4117647058823529;1.0;0.5384615384615384;0.6363636363636365;0.5665478312537137;1.0;0.6683760683760683;0.4121212121212121;0.7878787878787878;1.0;0.8;0.6;573.307;403.424;385.15;739.256
18;28;False;0.5714285714285715;1.0;0.0;1.0;0.7857142857142856;0.8275862068965518;0.608695652173913;1.0;0.6645021645021645;0.8912466843501327;0.23993558776167467;0.9841269841269842;0.6363636363636364;0.8461538461538461;0.1111111111111111;0.9523809523809523;381.935;371.466;777.778;713.056
19;29;False;0.4444444444444445;0.0;0.5454545454545454;0.8;0.5454545454545454;0.6956521739130435;0.606060606060606;0.7407407407407408;0.5382996632996633;0.47749809305873375;0.5858585858585857;0.7269135802469137;0.625;0.7368421052631577;0.6060606060606061;0.64;1008.841;889.867;1063.215;735.892
20;30;False;0.6666666666666666;1.0;0.9090909090909091;0.0;0.5925925925925927;1.0;0.8387096774193549;0.6956521739130435;0.5409652076318744;1.0;0.8226001955034213;0.4911433172302737;0.3636363636363637;1.0;0.7200000000000001;0.7777777777777778;524.752;611.21;975.11;526.051
21;32;False;0.5454545454545454;1.0;0.3333333333333333;0.0;0.6875;1.0;0.41666666666666663;0.7272727272727272;0.6054292929292929;0.9841269841269842;0.2833333333333333;0.5169340463458111;0.5833333333333334;0.9523809523809523;0.1;0.823529411764706;568.614;547.755;391.35;690.632
22;33;False;0.8000000000000002;0.0;0.4000000000000001;0.4;0.4347826086956522;0.608695652173913;0.7058823529411765;0.5714285714285715;0.5855072463768116;0.4057971014492754;0.5481146304675716;0.4847290640394089;0.5217391304347826;0.6086956521739131;0.5384615384615384;0.4827586206896552;500.191;560.711;532.322;505.428
23;34;False;0.0;1.0;0.8000000000000002;0.9090909090909091;0.5833333333333334;0.6428571428571429;0.8181818181818182;0.8125;0.3333333333333333;0.7783882783882783;0.7616161616161617;0.8497257053291536;0.4166666666666667;0.6923076923076923;0.6666666666666666;0.8275862068965518;472.783;418.632;440.037;442.774
24;35;False;0.6;0.28571428571428575;0.4000000000000001;1.0;0.7826086956521738;0.8181818181818182;0.7058823529411765;0.7407407407407408;0.6426877470355731;0.6346320346320345;0.5908496732026144;0.7597340930674265;0.5454545454545454;0.7999999999999999;0.6666666666666666;0.5384615384615384;547.652;453.991;537.428;355.772
25;36;False;1.0;0.6666666666666665;0.0;0.6666666666666665;0.7407407407407408;0.8275862068965518;0.3636363636363636;1.0;0.8135802469135803;0.7801355732390215;0.2462121212121212;0.8730158730158729;0.7000000000000001;0.8461538461538461;0.375;0.9523809523809523;567.229;537.026;665.412;858.234
26;37;False;0.0;1.0;0.4444444444444445;1.0;0.56;0.6428571428571429;0.8181818181818182;0.8387096774193549;0.2568421052631579;0.7271062271062271;0.6060606060606061;0.9117538005190954;0.2105263157894737;0.5384615384615384;0.5555555555555556;0.896551724137931;589.593;390.539;509.124;454.604
27;38;False;0.4000000000000001;1.0;0.6666666666666666;0.0;0.7647058823529413;1.0;0.6666666666666666;0.6956521739130435;0.6282352941176472;1.0;0.6666666666666666;0.4541062801932367;0.7200000000000001;1.0;0.6666666666666666;0.6666666666666666;575.422;420.624;566.801;444.513
28;39;True;0.6666666666666665;0.0;0.4;0.6;0.5714285714285713;0.608695652173913;0.5384615384615384;0.6875;0.6551226551226549;0.4134248665141113;0.4461538461538462;0.6872311827956988;0.7272727272727272;0.631578947368421;0.4;0.7741935483870968;509.165;721.58;501.041;871.841
29;40;True;0.4;1.0;0.25;1.0;0.6153846153846154;0.8666666666666667;0.5;1.0;0.5329059829059829;0.9042735042735043;0.36764705882352944;1.0;0.5833333333333334;0.8461538461538461;0.35294117647058826;1.0;450.363;397.996;730.297;683.371
